method,dataset,split,category,arm,eval_mode,metric,auroc,aupr,fpr95,n_eval,drift_delay,seed,timestamp
tdivdm,TSB-M-OOD_095_SEG_200001_033_GHL_id_2_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.9192,0.9577,0.7657,541,,42,2026-08-25T14:09:51
driftlens,TSB-M-OOD_096_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,batch_level,batch_auroc,0.7114,,,68,,42,2026-08-25T14:14:45
ae_adwin_lstm,TSB-M-OOD_096_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5517,0.5163,0.9475,1097,5.0,42,2026-08-25T14:14:49
tdivdm,TSB-M-OOD_096_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.4652,0.4044,0.9327,1097,,42,2026-08-25T14:15:10
driftlens,TSB-M-OOD_098_SEG_200001_045_GHL_id_14_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.4467,,,43,,42,2026-08-25T14:18:25
ae_adwin_lstm,TSB-M-OOD_098_SEG_200001_045_GHL_id_14_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5692,0.4889,0.7719,700,7.0,42,2026-08-25T14:18:27
tdivdm,TSB-M-OOD_098_SEG_200001_045_GHL_id_14_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.8945,0.8795,0.4987,700,,42,2026-08-25T14:18:43
driftlens,TSB-M-OOD_100_SEG_200001_044_GHL_id_13_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.3446,,,61,,42,2026-08-25T14:24:00
ae_adwin_lstm,TSB-M-OOD_100_SEG_200001_044_GHL_id_13_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.3421,0.2307,0.9838,982,1.0,42,2026-08-25T14:24:03
tdivdm,TSB-M-OOD_100_SEG_200001_044_GHL_id_13_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5244,0.3768,0.8132,982,,42,2026-08-25T14:24:16
driftlens,TSB-M-STABLE_001_SEG_7029_159_SMAP_id_16_Sensor_tr_175,M,STABLE,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-25T14:24:25
ae_adwin_lstm,TSB-M-STABLE_001_SEG_7029_159_SMAP_id_16_Sensor_tr_175,M,STABLE,none,ordered_per_window,per_sample_auroc,0.3782,0.5944,1.0,25,5.0,42,2026-08-25T14:24:25
tdivdm,TSB-M-STABLE_001_SEG_7029_159_SMAP_id_16_Sensor_tr_175,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8141,0.8477,1.0,25,,42,2026-08-25T14:24:26
driftlens,TSB-M-STABLE_003_SEG_3922_007_MSL_id_6_Sensor_tr_980_1,M,STABLE,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-25T14:24:33
ae_adwin_lstm,TSB-M-STABLE_003_SEG_3922_007_MSL_id_6_Sensor_tr_980_1,M,STABLE,none,ordered_per_window,per_sample_auroc,0.4052,0.3636,0.9412,26,,42,2026-08-25T14:24:33
tdivdm,TSB-M-STABLE_003_SEG_3922_007_MSL_id_6_Sensor_tr_980_1,M,STABLE,none,ordered_per_window,per_sample_auroc,0.3922,0.3025,0.8235,26,,42,2026-08-25T14:24:34
driftlens,TSB-M-STABLE_004_SEG_28743_070_SMD_id_14_Facility_tr_1,M,STABLE,none,batch_level,batch_auroc,0.3333,,,4,,42,2026-08-25T14:24:38
ae_adwin_lstm,TSB-M-STABLE_004_SEG_28743_070_SMD_id_14_Facility_tr_1,M,STABLE,none,ordered_per_window,per_sample_auroc,,,,34,,42,2026-08-25T14:24:38
tdivdm,TSB-M-STABLE_004_SEG_28743_070_SMD_id_14_Facility_tr_1,M,STABLE,none,ordered_per_window,per_sample_auroc,0.25,0.7512,1.0,34,,42,2026-08-25T14:24:38
driftlens,TSB-M-STABLE_005_SEG_21203_064_SMD_id_8_Facility_tr_22,M,STABLE,none,batch_level,batch_auroc,0.0,,,3,,42,2026-08-25T14:24:43
ae_adwin_lstm,TSB-M-STABLE_005_SEG_21203_064_SMD_id_8_Facility_tr_22,M,STABLE,none,ordered_per_window,per_sample_auroc,0.0242,0.6161,1.0,56,0.0,42,2026-08-25T14:24:43
tdivdm,TSB-M-STABLE_005_SEG_21203_064_SMD_id_8_Facility_tr_22,M,STABLE,none,ordered_per_window,per_sample_auroc,0.4788,0.8122,0.8182,56,,42,2026-08-25T14:24:44
driftlens,TSB-M-STABLE_009_SEG_46655_181_Exathlon_id_8_Facility_,M,STABLE,none,batch_level,batch_auroc,0.6562,,,12,,42,2026-08-25T14:25:08
ae_adwin_lstm,TSB-M-STABLE_009_SEG_46655_181_Exathlon_id_8_Facility_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.4083,0.6536,1.0,201,8.0,42,2026-08-25T14:25:08
tdivdm,TSB-M-STABLE_009_SEG_46655_181_Exathlon_id_8_Facility_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.4768,0.7118,0.9683,201,,42,2026-08-25T14:25:11
driftlens,TSB-M-STABLE_010_SEG_8514_146_SMAP_id_3_Sensor_tr_2128,M,STABLE,none,batch_level,batch_auroc,1.0,,,2,,42,2026-08-25T14:25:20
ae_adwin_lstm,TSB-M-STABLE_010_SEG_8514_146_SMAP_id_3_Sensor_tr_2128,M,STABLE,none,ordered_per_window,per_sample_auroc,0.25,0.3145,1.0,40,2.0,42,2026-08-25T14:25:20
tdivdm,TSB-M-STABLE_010_SEG_8514_146_SMAP_id_3_Sensor_tr_2128,M,STABLE,none,ordered_per_window,per_sample_auroc,0.75,0.7978,0.9583,40,,42,2026-08-25T14:25:20
driftlens,TSB-M-STABLE_011_SEG_200001_033_GHL_id_2_Sensor_tr_500,M,STABLE,none,batch_level,batch_auroc,0.8,,,19,,42,2026-08-25T14:26:51
ae_adwin_lstm,TSB-M-STABLE_011_SEG_200001_033_GHL_id_2_Sensor_tr_500,M,STABLE,none,ordered_per_window,per_sample_auroc,0.696,0.3095,0.6653,304,7.0,42,2026-08-25T14:26:52
tdivdm,TSB-M-STABLE_011_SEG_200001_033_GHL_id_2_Sensor_tr_500,M,STABLE,none,ordered_per_window,per_sample_auroc,0.631,0.6037,0.7657,304,,42,2026-08-25T14:26:57
driftlens,TSB-M-STABLE_014_SEG_2856_009_MSL_id_8_Sensor_tr_714_1,M,STABLE,none,batch_level,batch_auroc,0.0,,,2,,42,2026-08-25T14:27:00
ae_adwin_lstm,TSB-M-STABLE_014_SEG_2856_009_MSL_id_8_Sensor_tr_714_1,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6667,0.7909,1.0,11,4.0,42,2026-08-25T14:27:01
tdivdm,TSB-M-STABLE_014_SEG_2856_009_MSL_id_8_Sensor_tr_714_1,M,STABLE,none,ordered_per_window,per_sample_auroc,0.9333,0.9429,0.3333,11,,42,2026-08-25T14:27:01
driftlens,TSB-M-STABLE_016_SEG_200001_034_GHL_id_3_Sensor_tr_500,M,STABLE,none,batch_level,batch_auroc,0.6389,,,39,,42,2026-08-25T14:30:33
ae_adwin_lstm,TSB-M-STABLE_016_SEG_200001_034_GHL_id_3_Sensor_tr_500,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8691,0.3431,0.3164,639,5.0,42,2026-08-25T14:30:35
tdivdm,TSB-M-STABLE_016_SEG_200001_034_GHL_id_3_Sensor_tr_500,M,STABLE,none,ordered_per_window,per_sample_auroc,0.1824,0.0626,1.0,639,,42,2026-08-25T14:30:46
driftlens,TSB-M-STABLE_017_SEG_23689_059_SMD_id_3_Facility_tr_75,M,STABLE,none,batch_level,batch_auroc,0.8,,,6,,42,2026-08-25T14:30:53
ae_adwin_lstm,TSB-M-STABLE_017_SEG_23689_059_SMD_id_3_Facility_tr_75,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6562,0.9565,1.0,44,,42,2026-08-25T14:30:53
tdivdm,TSB-M-STABLE_017_SEG_23689_059_SMD_id_3_Facility_tr_75,M,STABLE,none,ordered_per_window,per_sample_auroc,0.7563,0.9725,1.0,44,,42,2026-08-25T14:30:53
driftlens,TSB-M-STABLE_018_SEG_28704_061_SMD_id_5_Facility_tr_71,M,STABLE,none,batch_level,batch_auroc,0.25,,,7,,42,2026-08-25T14:31:26
ae_adwin_lstm,TSB-M-STABLE_018_SEG_28704_061_SMD_id_5_Facility_tr_71,M,STABLE,none,ordered_per_window,per_sample_auroc,0.4305,0.44,0.9718,126,1.0,42,2026-08-25T14:31:26
tdivdm,TSB-M-STABLE_018_SEG_28704_061_SMD_id_5_Facility_tr_71,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6397,0.5844,0.7465,126,,42,2026-08-25T14:31:28
driftlens,TSB-M-STABLE_022_SEG_8044_148_SMAP_id_5_Sensor_tr_2011,M,STABLE,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-25T14:31:37
ae_adwin_lstm,TSB-M-STABLE_022_SEG_8044_148_SMAP_id_5_Sensor_tr_2011,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8333,0.8667,1.0,30,0.0,42,2026-08-25T14:31:37
tdivdm,TSB-M-STABLE_022_SEG_8044_148_SMAP_id_5_Sensor_tr_2011,M,STABLE,none,ordered_per_window,per_sample_auroc,0.9167,0.8667,1.0,30,,42,2026-08-25T14:31:38
driftlens,TSB-M-STABLE_023_SEG_23694_057_SMD_id_1_Facility_tr_45,M,STABLE,none,batch_level,batch_auroc,0.25,,,5,,42,2026-08-25T14:31:49
ae_adwin_lstm,TSB-M-STABLE_023_SEG_23694_057_SMD_id_1_Facility_tr_45,M,STABLE,none,ordered_per_window,per_sample_auroc,0.3681,0.6302,0.9091,83,,42,2026-08-25T14:31:49
tdivdm,TSB-M-STABLE_023_SEG_23694_057_SMD_id_1_Facility_tr_45,M,STABLE,none,ordered_per_window,per_sample_auroc,0.4031,0.6883,0.9545,83,,42,2026-08-25T14:31:50
driftlens,TSB-M-STABLE_024_SEG_7632_162_SMAP_id_19_Sensor_tr_190,M,STABLE,none,batch_level,batch_auroc,0.2,,,6,,42,2026-08-25T14:32:05
ae_adwin_lstm,TSB-M-STABLE_024_SEG_7632_162_SMAP_id_19_Sensor_tr_190,M,STABLE,none,ordered_per_window,per_sample_auroc,0.4636,0.5004,1.0,27,0.0,42,2026-08-25T14:32:05
tdivdm,TSB-M-STABLE_024_SEG_7632_162_SMAP_id_19_Sensor_tr_190,M,STABLE,none,ordered_per_window,per_sample_auroc,0.7909,0.6693,0.6364,27,,42,2026-08-25T14:32:06
driftlens,TSB-M-STABLE_027_SEG_230400_102_SVDB_id_19_Medical_tr_,M,STABLE,none,batch_level,batch_auroc,0.4865,,,56,,42,2026-08-25T14:35:56
ae_adwin_lstm,TSB-M-STABLE_027_SEG_230400_102_SVDB_id_19_Medical_tr_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.856,0.8537,0.6501,896,0.0,42,2026-08-25T14:35:58
tdivdm,TSB-M-STABLE_027_SEG_230400_102_SVDB_id_19_Medical_tr_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8705,0.877,0.5686,896,,42,2026-08-25T14:36:09
driftlens,TSB-M-STABLE_028_SEG_8294_152_SMAP_id_9_Sensor_tr_2073,M,STABLE,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-25T14:36:21
ae_adwin_lstm,TSB-M-STABLE_028_SEG_8294_152_SMAP_id_9_Sensor_tr_2073,M,STABLE,none,ordered_per_window,per_sample_auroc,0.1231,0.1795,1.0,36,2.0,42,2026-08-25T14:36:21
tdivdm,TSB-M-STABLE_028_SEG_8294_152_SMAP_id_9_Sensor_tr_2073,M,STABLE,none,ordered_per_window,per_sample_auroc,0.85,0.8655,0.7692,36,,42,2026-08-25T14:36:21
driftlens,TSB-M-STABLE_029_SEG_28700_071_SMD_id_15_Facility_tr_1,M,STABLE,none,batch_level,batch_auroc,0.3333,,,4,,42,2026-08-25T14:36:26
ae_adwin_lstm,TSB-M-STABLE_029_SEG_28700_071_SMD_id_15_Facility_tr_1,M,STABLE,none,ordered_per_window,per_sample_auroc,,,,26,,42,2026-08-25T14:36:26
tdivdm,TSB-M-STABLE_029_SEG_28700_071_SMD_id_15_Facility_tr_1,M,STABLE,none,ordered_per_window,per_sample_auroc,0.175,0.6362,1.0,26,,42,2026-08-25T14:36:26
driftlens,TSB-M-STABLE_031_SEG_200001_043_GHL_id_12_Sensor_tr_39,M,STABLE,none,batch_level,batch_auroc,0.875,,,14,,42,2026-08-25T14:37:36
ae_adwin_lstm,TSB-M-STABLE_031_SEG_200001_043_GHL_id_12_Sensor_tr_39,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6391,0.2921,0.6436,227,7.0,42,2026-08-25T14:37:36
tdivdm,TSB-M-STABLE_031_SEG_200001_043_GHL_id_12_Sensor_tr_39,M,STABLE,none,ordered_per_window,per_sample_auroc,0.627,0.206,0.5106,227,,42,2026-08-25T14:37:41
driftlens,TSB-M-STABLE_034_SEG_200001_042_GHL_id_11_Sensor_tr_50,M,STABLE,none,batch_level,batch_auroc,0.6455,,,49,,42,2026-08-25T14:42:09
ae_adwin_lstm,TSB-M-STABLE_034_SEG_200001_042_GHL_id_11_Sensor_tr_50,M,STABLE,none,ordered_per_window,per_sample_auroc,0.7605,0.5129,0.9587,796,0.0,42,2026-08-25T14:42:11
tdivdm,TSB-M-STABLE_034_SEG_200001_042_GHL_id_11_Sensor_tr_50,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6103,0.168,0.8421,796,,42,2026-08-25T14:42:24
driftlens,TSB-M-STABLE_036_SEG_230400_087_SVDB_id_4_Medical_tr_5,M,STABLE,none,batch_level,batch_auroc,0.6855,,,64,,42,2026-08-25T14:42:37
ae_adwin_lstm,TSB-M-STABLE_036_SEG_230400_087_SVDB_id_4_Medical_tr_5,M,STABLE,none,ordered_per_window,per_sample_auroc,0.336,0.9598,0.9615,1029,7.0,42,2026-08-25T14:42:39
tdivdm,TSB-M-STABLE_036_SEG_230400_087_SVDB_id_4_Medical_tr_5,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8662,0.996,0.6154,1029,,42,2026-08-25T14:42:42
driftlens,TSB-M-STABLE_038_SEG_230400_092_SVDB_id_9_Medical_tr_2,M,STABLE,none,batch_level,batch_auroc,0.6316,,,20,,42,2026-08-25T14:42:49
ae_adwin_lstm,TSB-M-STABLE_038_SEG_230400_092_SVDB_id_9_Medical_tr_2,M,STABLE,none,ordered_per_window,per_sample_auroc,0.1777,0.9284,1.0,322,5.0,42,2026-08-25T14:42:49
tdivdm,TSB-M-STABLE_038_SEG_230400_092_SVDB_id_9_Medical_tr_2,M,STABLE,none,ordered_per_window,per_sample_auroc,0.776,0.9843,0.6154,322,,42,2026-08-25T14:42:51
driftlens,TSB-M-STABLE_039_SEG_200001_034_GHL_id_3_Sensor_tr_500,M,STABLE,none,batch_level,batch_auroc,0.5741,,,39,,42,2026-08-25T14:46:38
ae_adwin_lstm,TSB-M-STABLE_039_SEG_200001_034_GHL_id_3_Sensor_tr_500,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8258,0.2766,0.3164,638,5.0,42,2026-08-25T14:46:39
tdivdm,TSB-M-STABLE_039_SEG_200001_034_GHL_id_3_Sensor_tr_500,M,STABLE,none,ordered_per_window,per_sample_auroc,0.2674,0.0678,1.0,638,,42,2026-08-25T14:46:51
driftlens,TSB-M-STABLE_042_SEG_8469_154_SMAP_id_11_Sensor_tr_211,M,STABLE,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-25T14:47:02
ae_adwin_lstm,TSB-M-STABLE_042_SEG_8469_154_SMAP_id_11_Sensor_tr_211,M,STABLE,none,ordered_per_window,per_sample_auroc,0.4481,0.3458,1.0,29,5.0,42,2026-08-25T14:47:02
tdivdm,TSB-M-STABLE_042_SEG_8469_154_SMAP_id_11_Sensor_tr_211,M,STABLE,none,ordered_per_window,per_sample_auroc,0.2662,0.1846,1.0,29,,42,2026-08-25T14:47:03
driftlens,TSB-M-STABLE_045_SEG_230400_104_SVDB_id_21_Medical_tr_,M,STABLE,none,batch_level,batch_auroc,0.9964,,,40,,42,2026-08-25T14:50:10
ae_adwin_lstm,TSB-M-STABLE_045_SEG_230400_104_SVDB_id_21_Medical_tr_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.9512,0.9067,0.32,650,4.0,42,2026-08-25T14:50:11
tdivdm,TSB-M-STABLE_045_SEG_230400_104_SVDB_id_21_Medical_tr_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.9125,0.8679,0.606,650,,42,2026-08-25T14:50:27
driftlens,TSB-M-STABLE_046_SEG_8532_145_SMAP_id_2_Sensor_tr_2133,M,STABLE,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-25T14:50:41
ae_adwin_lstm,TSB-M-STABLE_046_SEG_8532_145_SMAP_id_2_Sensor_tr_2133,M,STABLE,none,ordered_per_window,per_sample_auroc,0.16,0.2543,1.0,40,2.0,42,2026-08-25T14:50:41
tdivdm,TSB-M-STABLE_046_SEG_8532_145_SMAP_id_2_Sensor_tr_2133,M,STABLE,none,ordered_per_window,per_sample_auroc,0.792,0.838,0.92,40,,42,2026-08-25T14:50:41
driftlens,TSB-M-STABLE_047_SEG_200001_037_GHL_id_6_Sensor_tr_500,M,STABLE,none,batch_level,batch_auroc,0.5072,,,29,,42,2026-08-25T14:52:59
ae_adwin_lstm,TSB-M-STABLE_047_SEG_200001_037_GHL_id_6_Sensor_tr_500,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6635,0.2587,0.8533,472,20.0,42,2026-08-25T14:53:00
tdivdm,TSB-M-STABLE_047_SEG_200001_037_GHL_id_6_Sensor_tr_500,M,STABLE,none,ordered_per_window,per_sample_auroc,0.655,0.269,0.5253,472,,42,2026-08-25T14:53:08
driftlens,TSB-M-STABLE_048_SEG_230400_092_SVDB_id_9_Medical_tr_2,M,STABLE,none,batch_level,batch_auroc,0.8889,,,55,,42,2026-08-25T14:53:14
ae_adwin_lstm,TSB-M-STABLE_048_SEG_230400_092_SVDB_id_9_Medical_tr_2,M,STABLE,none,ordered_per_window,per_sample_auroc,0.1212,0.9636,1.0,889,5.0,42,2026-08-25T14:53:15
tdivdm,TSB-M-STABLE_048_SEG_230400_092_SVDB_id_9_Medical_tr_2,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6888,0.9914,0.6154,889,,42,2026-08-25T14:53:18
driftlens,TSB-M-STABLE_051_SEG_230400_084_SVDB_id_1_Medical_tr_1,M,STABLE,none,batch_level,batch_auroc,0.5357,,,11,,42,2026-08-25T14:53:42
ae_adwin_lstm,TSB-M-STABLE_051_SEG_230400_084_SVDB_id_1_Medical_tr_1,M,STABLE,none,ordered_per_window,per_sample_auroc,0.7811,0.8938,0.8361,188,2.0,42,2026-08-25T14:53:43
tdivdm,TSB-M-STABLE_051_SEG_230400_084_SVDB_id_1_Medical_tr_1,M,STABLE,none,ordered_per_window,per_sample_auroc,0.7812,0.8983,0.7377,188,,42,2026-08-25T14:53:45
driftlens,TSB-M-STABLE_053_SEG_4693_156_SMAP_id_13_Sensor_tr_117,M,STABLE,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-25T14:53:50
ae_adwin_lstm,TSB-M-STABLE_053_SEG_4693_156_SMAP_id_13_Sensor_tr_117,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8681,0.9098,0.9231,20,1.0,42,2026-08-25T14:53:50
tdivdm,TSB-M-STABLE_053_SEG_4693_156_SMAP_id_13_Sensor_tr_117,M,STABLE,none,ordered_per_window,per_sample_auroc,0.5165,0.6269,1.0,20,,42,2026-08-25T14:53:51
driftlens,TSB-M-STABLE_055_SEG_8310_150_SMAP_id_7_Sensor_tr_2077,M,STABLE,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-25T14:54:00
ae_adwin_lstm,TSB-M-STABLE_055_SEG_8310_150_SMAP_id_7_Sensor_tr_2077,M,STABLE,none,ordered_per_window,per_sample_auroc,0.3133,0.2525,0.84,37,,42,2026-08-25T14:54:01
tdivdm,TSB-M-STABLE_055_SEG_8310_150_SMAP_id_7_Sensor_tr_2077,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8767,0.8934,0.96,37,,42,2026-08-25T14:54:01
driftlens,TSB-M-STABLE_056_SEG_200001_053_GHL_id_22_Sensor_tr_50,M,STABLE,none,batch_level,batch_auroc,0.5995,,,48,,42,2026-08-25T14:57:32
ae_adwin_lstm,TSB-M-STABLE_056_SEG_200001_053_GHL_id_22_Sensor_tr_50,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8609,0.6826,0.3558,768,3.0,42,2026-08-25T14:57:33
tdivdm,TSB-M-STABLE_056_SEG_200001_053_GHL_id_22_Sensor_tr_50,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6774,0.4799,0.9764,768,,42,2026-08-25T14:57:46
driftlens,TSB-M-STABLE_057_SEG_100000_027_MITDB_id_9_Medical_tr_,M,STABLE,none,batch_level,batch_auroc,0.0308,,,28,,42,2026-08-25T14:59:18
ae_adwin_lstm,TSB-M-STABLE_057_SEG_100000_027_MITDB_id_9_Medical_tr_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.7419,0.7116,0.8245,462,7.0,42,2026-08-25T14:59:19
tdivdm,TSB-M-STABLE_057_SEG_100000_027_MITDB_id_9_Medical_tr_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8029,0.8175,0.7469,462,,42,2026-08-25T14:59:25
driftlens,TSB-M-STABLE_058_SEG_150000_019_MITDB_id_1_Medical_tr_,M,STABLE,none,batch_level,batch_auroc,0.7431,,,64,,42,2026-08-25T15:02:37
ae_adwin_lstm,TSB-M-STABLE_058_SEG_150000_019_MITDB_id_1_Medical_tr_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.4875,0.5498,0.9793,1034,1.0,42,2026-08-25T15:02:39
tdivdm,TSB-M-STABLE_058_SEG_150000_019_MITDB_id_1_Medical_tr_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.5442,0.5531,0.8946,1034,,42,2026-08-25T15:02:52
driftlens,TSB-M-STABLE_059_SEG_8579_168_SMAP_id_25_Sensor_tr_199,M,STABLE,none,batch_level,batch_auroc,0.75,,,4,,42,2026-08-25T15:02:59
ae_adwin_lstm,TSB-M-STABLE_059_SEG_8579_168_SMAP_id_25_Sensor_tr_199,M,STABLE,none,ordered_per_window,per_sample_auroc,0.25,0.4919,1.0,20,2.0,42,2026-08-25T15:02:59
tdivdm,TSB-M-STABLE_059_SEG_8579_168_SMAP_id_25_Sensor_tr_199,M,STABLE,none,ordered_per_window,per_sample_auroc,0.74,0.8336,1.0,20,,42,2026-08-25T15:03:00
driftlens,TSB-M-STABLE_061_SEG_230400_084_SVDB_id_1_Medical_tr_1,M,STABLE,none,batch_level,batch_auroc,0.8095,,,25,,42,2026-08-25T15:03:30
ae_adwin_lstm,TSB-M-STABLE_061_SEG_230400_084_SVDB_id_1_Medical_tr_1,M,STABLE,none,ordered_per_window,per_sample_auroc,0.5671,0.8975,0.9672,405,2.0,42,2026-08-25T15:03:30
tdivdm,TSB-M-STABLE_061_SEG_230400_084_SVDB_id_1_Medical_tr_1,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8085,0.9608,0.6885,405,,42,2026-08-25T15:03:33
driftlens,TSB-M-STABLE_062_SEG_200001_032_GHL_id_1_Sensor_tr_500,M,STABLE,none,batch_level,batch_auroc,0.7544,,,22,,42,2026-08-25T15:06:19
ae_adwin_lstm,TSB-M-STABLE_062_SEG_200001_032_GHL_id_1_Sensor_tr_500,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6342,0.1885,0.7803,355,1.0,42,2026-08-25T15:06:21
tdivdm,TSB-M-STABLE_062_SEG_200001_032_GHL_id_1_Sensor_tr_500,M,STABLE,none,ordered_per_window,per_sample_auroc,0.5178,0.1465,0.8197,355,,42,2026-08-25T15:06:28
driftlens,TSB-M-STABLE_063_SEG_200001_034_GHL_id_3_Sensor_tr_500,M,STABLE,none,batch_level,batch_auroc,0.5389,,,41,,42,2026-08-25T15:12:28
ae_adwin_lstm,TSB-M-STABLE_063_SEG_200001_034_GHL_id_3_Sensor_tr_500,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8448,0.5055,0.3164,670,5.0,42,2026-08-25T15:12:30
tdivdm,TSB-M-STABLE_063_SEG_200001_034_GHL_id_3_Sensor_tr_500,M,STABLE,none,ordered_per_window,per_sample_auroc,0.3651,0.1102,1.0,670,,42,2026-08-25T15:12:42
driftlens,TSB-M-STABLE_069_SEG_230400_089_SVDB_id_6_Medical_tr_5,M,STABLE,none,batch_level,batch_auroc,0.7028,,,54,,42,2026-08-25T15:15:45
ae_adwin_lstm,TSB-M-STABLE_069_SEG_230400_089_SVDB_id_6_Medical_tr_5,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8468,0.8745,0.5513,869,4.0,42,2026-08-25T15:15:47
tdivdm,TSB-M-STABLE_069_SEG_230400_089_SVDB_id_6_Medical_tr_5,M,STABLE,none,ordered_per_window,per_sample_auroc,0.9501,0.967,0.3795,869,,42,2026-08-25T15:15:58
driftlens,TSB-M-STABLE_071_SEG_46660_177_Exathlon_id_4_Facility_,M,STABLE,none,batch_level,batch_auroc,0.2083,,,10,,42,2026-08-25T15:16:32
ae_adwin_lstm,TSB-M-STABLE_071_SEG_46660_177_Exathlon_id_4_Facility_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.5573,0.7187,1.0,165,3.0,42,2026-08-25T15:16:32
tdivdm,TSB-M-STABLE_071_SEG_46660_177_Exathlon_id_4_Facility_,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6813,0.7834,0.8095,165,,42,2026-08-25T15:16:34
driftlens,TSB-M-STABLE_073_SEG_46660_185_Exathlon_id_12_Facility,M,STABLE,none,batch_level,batch_auroc,0.2083,,,10,,42,2026-08-25T15:16:59
ae_adwin_lstm,TSB-M-STABLE_073_SEG_46660_185_Exathlon_id_12_Facility,M,STABLE,none,ordered_per_window,per_sample_auroc,0.5573,0.7187,1.0,165,3.0,42,2026-08-25T15:16:59
tdivdm,TSB-M-STABLE_073_SEG_46660_185_Exathlon_id_12_Facility,M,STABLE,none,ordered_per_window,per_sample_auroc,0.6813,0.7834,0.8095,165,,42,2026-08-25T15:17:01
driftlens,TSB-M-STABLE_078_SEG_200001_045_GHL_id_14_Sensor_tr_50,M,STABLE,none,batch_level,batch_auroc,0.6,,,33,,42,2026-08-25T15:19:55
ae_adwin_lstm,TSB-M-STABLE_078_SEG_200001_045_GHL_id_14_Sensor_tr_50,M,STABLE,none,ordered_per_window,per_sample_auroc,0.8712,0.7257,0.4762,542,7.0,42,2026-08-25T15:19:56
tdivdm,TSB-M-STABLE_078_SEG_200001_045_GHL_id_14_Sensor_tr_50,M,STABLE,none,ordered_per_window,per_sample_auroc,0.7598,0.504,0.7243,542,,42,2026-08-25T15:20:02
driftlens,TSB-M-STABLE_080_SEG_200001_044_GHL_id_13_Sensor_tr_50,M,STABLE,none,batch_level,batch_auroc,0.754,,,45,,42,2026-08-25T15:23:34
ae_adwin_lstm,TSB-M-STABLE_080_SEG_200001_044_GHL_id_13_Sensor_tr_50,M,STABLE,none,ordered_per_window,per_sample_auroc,0.5475,0.0758,0.7103,735,1.0,42,2026-08-25T15:23:35
tdivdm,TSB-M-STABLE_080_SEG_200001_044_GHL_id_13_Sensor_tr_50,M,STABLE,none,ordered_per_window,per_sample_auroc,0.7914,0.1729,0.6662,735,,42,2026-08-25T15:23:46
