method,dataset,split,category,arm,eval_mode,metric,auroc,aupr,fpr95,n_eval,drift_delay,seed,timestamp
driftlens,TSB-U-DRIFT_084_SEG_20000_208_SMD_id_31_Facility_tr_50,U,DRIFT,none,batch_level,batch_auroc,0.5,,,10,,42,2026-08-24T10:38:49
ae_adwin_lstm,TSB-U-DRIFT_084_SEG_20000_208_SMD_id_31_Facility_tr_50,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.6966,0.7971,0.8944,350,6.0,42,2026-08-24T10:38:49
tdivdm,TSB-U-DRIFT_084_SEG_20000_208_SMD_id_31_Facility_tr_50,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.8207,0.8926,0.8944,350,,42,2026-08-24T10:38:57
driftlens,TSB-U-DRIFT_085_SEG_18242_113_WSD_id_85_WebService_tr_,U,DRIFT,none,batch_level,batch_auroc,0.2,,,6,,42,2026-08-24T10:39:04
ae_adwin_lstm,TSB-U-DRIFT_085_SEG_18242_113_WSD_id_85_WebService_tr_,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.5873,0.9322,1.0,24,,42,2026-08-24T10:39:05
tdivdm,TSB-U-DRIFT_085_SEG_18242_113_WSD_id_85_WebService_tr_,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.4444,0.8755,1.0,24,,42,2026-08-24T10:39:05
driftlens,TSB-U-DRIFT_086_SEG_18219_039_WSD_id_11_WebService_tr_,U,DRIFT,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-24T10:39:21
ae_adwin_lstm,TSB-U-DRIFT_086_SEG_18219_039_WSD_id_11_WebService_tr_,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.3368,0.6233,0.9412,57,4.0,42,2026-08-24T10:39:21
tdivdm,TSB-U-DRIFT_086_SEG_18219_039_WSD_id_11_WebService_tr_,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.3779,0.6877,1.0,57,,42,2026-08-24T10:39:23
driftlens,TSB-U-DRIFT_088_SEG_70001_388_UCR_id_86_Facility_tr_17,U,DRIFT,none,batch_level,batch_auroc,1.0,,,12,,42,2026-08-24T10:41:53
ae_adwin_lstm,TSB-U-DRIFT_088_SEG_70001_388_UCR_id_86_Facility_tr_17,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.9909,0.9938,0.0,398,3.0,42,2026-08-24T10:41:54
tdivdm,TSB-U-DRIFT_088_SEG_70001_388_UCR_id_86_Facility_tr_17,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.9869,0.9914,0.0,398,,42,2026-08-24T10:42:06
driftlens,TSB-U-DRIFT_089_SEG_17794_129_WSD_id_101_WebService_tr,U,DRIFT,none,batch_level,batch_auroc,0.1429,,,8,,42,2026-08-24T10:43:13
ae_adwin_lstm,TSB-U-DRIFT_089_SEG_17794_129_WSD_id_101_WebService_tr,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.7099,0.3382,0.8444,99,0.0,42,2026-08-24T10:43:13
tdivdm,TSB-U-DRIFT_089_SEG_17794_129_WSD_id_101_WebService_tr,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.837,0.55,0.7778,99,,42,2026-08-24T10:43:18
driftlens,TSB-U-DRIFT_090_SEG_18179_093_WSD_id_65_WebService_tr_,U,DRIFT,none,batch_level,batch_auroc,0.3333,,,4,,42,2026-08-24T10:43:29
ae_adwin_lstm,TSB-U-DRIFT_090_SEG_18179_093_WSD_id_65_WebService_tr_,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.184,0.7042,1.0,60,7.0,42,2026-08-24T10:43:29
tdivdm,TSB-U-DRIFT_090_SEG_18179_093_WSD_id_65_WebService_tr_,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.783,0.9401,0.75,60,,42,2026-08-24T10:43:30
driftlens,TSB-U-DRIFT_091_SEG_149156_272_IOPS_id_13_WebService_t,U,DRIFT,none,batch_level,batch_auroc,0.0,,,5,,42,2026-08-24T10:44:03
ae_adwin_lstm,TSB-U-DRIFT_091_SEG_149156_272_IOPS_id_13_WebService_t,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.5649,0.8506,0.8788,161,4.0,42,2026-08-24T10:44:04
tdivdm,TSB-U-DRIFT_091_SEG_149156_272_IOPS_id_13_WebService_t,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.7898,0.945,0.9091,161,,42,2026-08-24T10:44:06
driftlens,TSB-U-DRIFT_092_SEG_23703_205_SMD_id_28_Facility_tr_59,U,DRIFT,none,batch_level,batch_auroc,1.0,,,6,,42,2026-08-24T10:46:22
ae_adwin_lstm,TSB-U-DRIFT_092_SEG_23703_205_SMD_id_28_Facility_tr_59,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.4376,0.0873,0.9818,180,1.0,42,2026-08-24T10:46:22
tdivdm,TSB-U-DRIFT_092_SEG_23703_205_SMD_id_28_Facility_tr_59,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.6501,0.1453,0.9091,180,,42,2026-08-24T10:46:35
driftlens,TSB-U-DRIFT_094_SEG_18197_068_WSD_id_40_WebService_tr_,U,DRIFT,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-24T10:48:39
ae_adwin_lstm,TSB-U-DRIFT_094_SEG_18197_068_WSD_id_40_WebService_tr_,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.5916,0.2984,0.808,146,5.0,42,2026-08-24T10:48:39
tdivdm,TSB-U-DRIFT_094_SEG_18197_068_WSD_id_40_WebService_tr_,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.6987,0.36,0.872,146,,42,2026-08-24T10:48:45
driftlens,TSB-U-DRIFT_096_SEG_18236_067_WSD_id_39_WebService_tr_,U,DRIFT,none,batch_level,batch_auroc,0.3333,,,4,,42,2026-08-24T10:50:27
ae_adwin_lstm,TSB-U-DRIFT_096_SEG_18236_067_WSD_id_39_WebService_tr_,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.5224,0.1775,0.8092,154,2.0,42,2026-08-24T10:50:28
tdivdm,TSB-U-DRIFT_096_SEG_18236_067_WSD_id_39_WebService_tr_,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.7859,0.3392,0.6718,154,,42,2026-08-24T10:50:34
driftlens,TSB-U-DRIFT_097_SEG_18380_105_WSD_id_77_WebService_tr_,U,DRIFT,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-24T10:50:56
ae_adwin_lstm,TSB-U-DRIFT_097_SEG_18380_105_WSD_id_77_WebService_tr_,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.3898,0.5478,1.0,52,4.0,42,2026-08-24T10:50:56
tdivdm,TSB-U-DRIFT_097_SEG_18380_105_WSD_id_77_WebService_tr_,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.6267,0.6891,0.6522,52,,42,2026-08-24T10:50:58
driftlens,TSB-U-DRIFT_099_SEG_5000_294_TODS_id_8_Synthetic_tr_50,U,DRIFT,none,batch_level,batch_auroc,,,,1,,42,2026-08-24T10:51:07
ae_adwin_lstm,TSB-U-DRIFT_099_SEG_5000_294_TODS_id_8_Synthetic_tr_50,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.617,0.9901,1.0,48,8.0,42,2026-08-24T10:51:08
tdivdm,TSB-U-DRIFT_099_SEG_5000_294_TODS_id_8_Synthetic_tr_50,U,DRIFT,none,ordered_per_window,per_sample_auroc,0.9149,0.9982,1.0,48,,42,2026-08-24T10:51:08
driftlens,TSB-U-OOD_001_SEG_18236_118_WSD_id_90_WebService_tr_45,U,OOD,none,batch_level,batch_auroc,0.0,,,3,,42,2026-08-24T10:51:57
ae_adwin_lstm,TSB-U-OOD_001_SEG_18236_118_WSD_id_90_WebService_tr_45,U,OOD,none,ordered_per_window,per_sample_auroc,0.8492,0.8665,0.8983,108,0.0,42,2026-08-24T10:51:57
tdivdm,TSB-U-OOD_001_SEG_18236_118_WSD_id_90_WebService_tr_45,U,OOD,none,ordered_per_window,per_sample_auroc,0.9581,0.9619,0.339,108,,42,2026-08-24T10:52:00
driftlens,TSB-U-OOD_002_SEG_4031_024_NAB_id_24_Synthetic_tr_1007,U,OOD,none,batch_level,batch_auroc,1.0,,,6,,42,2026-08-24T10:52:18
ae_adwin_lstm,TSB-U-OOD_002_SEG_4031_024_NAB_id_24_Synthetic_tr_1007,U,OOD,none,ordered_per_window,per_sample_auroc,0.1681,0.7833,1.0,218,15.0,42,2026-08-24T10:52:18
tdivdm,TSB-U-OOD_002_SEG_4031_024_NAB_id_24_Synthetic_tr_1007,U,OOD,none,ordered_per_window,per_sample_auroc,0.6298,0.9224,0.8077,218,,42,2026-08-24T10:52:20
driftlens,TSB-U-OOD_003_SEG_10028_306_UCR_id_4_Medical_tr_2507_1,U,OOD,none,batch_level,batch_auroc,1.0,,,3,,42,2026-08-24T10:53:24
ae_adwin_lstm,TSB-U-OOD_003_SEG_10028_306_UCR_id_4_Medical_tr_2507_1,U,OOD,none,ordered_per_window,per_sample_auroc,0.9724,0.9659,0.05,104,3.0,42,2026-08-24T10:53:24
tdivdm,TSB-U-OOD_003_SEG_10028_306_UCR_id_4_Medical_tr_2507_1,U,OOD,none,ordered_per_window,per_sample_auroc,0.963,0.9672,0.0125,104,,42,2026-08-24T10:53:28
driftlens,TSB-U-OOD_004_SEG_149123_263_IOPS_id_4_WebService_tr_3,U,OOD,none,batch_level,batch_auroc,0.25,,,5,,42,2026-08-24T10:53:53
ae_adwin_lstm,TSB-U-OOD_004_SEG_149123_263_IOPS_id_4_WebService_tr_3,U,OOD,none,ordered_per_window,per_sample_auroc,0.5135,0.8145,0.8788,163,0.0,42,2026-08-24T10:53:54
tdivdm,TSB-U-OOD_004_SEG_149123_263_IOPS_id_4_WebService_tr_3,U,OOD,none,ordered_per_window,per_sample_auroc,0.7089,0.9152,0.9091,163,,42,2026-08-24T10:53:56
driftlens,TSB-U-OOD_005_SEG_130400_237_SVDB_id_1_Medical_tr_1158,U,OOD,none,batch_level,batch_auroc,0.7778,,,15,,42,2026-08-24T10:55:24
ae_adwin_lstm,TSB-U-OOD_005_SEG_130400_237_SVDB_id_1_Medical_tr_1158,U,OOD,none,ordered_per_window,per_sample_auroc,0.4053,0.7176,0.9455,495,6.0,42,2026-08-24T10:55:25
tdivdm,TSB-U-OOD_005_SEG_130400_237_SVDB_id_1_Medical_tr_1158,U,OOD,none,ordered_per_window,per_sample_auroc,0.5579,0.8323,0.8818,495,,42,2026-08-24T10:55:31
driftlens,TSB-U-OOD_006_SEG_2430_147_MSL_id_8_Sensor_tr_590_1st_,U,OOD,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-24T10:55:38
ae_adwin_lstm,TSB-U-OOD_006_SEG_2430_147_MSL_id_8_Sensor_tr_590_1st_,U,OOD,none,ordered_per_window,per_sample_auroc,0.8618,0.9763,0.5,47,3.0,42,2026-08-24T10:55:38
tdivdm,TSB-U-OOD_006_SEG_2430_147_MSL_id_8_Sensor_tr_590_1st_,U,OOD,none,ordered_per_window,per_sample_auroc,0.8374,0.9749,0.6667,47,,42,2026-08-24T10:55:39
driftlens,TSB-U-OOD_009_SEG_8184_504_UCR_id_202_Environment_tr_2,U,OOD,none,batch_level,batch_auroc,0.6667,,,4,,42,2026-08-24T10:56:17
ae_adwin_lstm,TSB-U-OOD_009_SEG_8184_504_UCR_id_202_Environment_tr_2,U,OOD,none,ordered_per_window,per_sample_auroc,0.5385,0.1651,0.9038,60,0.0,42,2026-08-24T10:56:18
tdivdm,TSB-U-OOD_009_SEG_8184_504_UCR_id_202_Environment_tr_2,U,OOD,none,ordered_per_window,per_sample_auroc,0.7909,0.4426,0.6731,60,,42,2026-08-24T10:56:19
driftlens,TSB-U-OOD_011_SEG_4031_028_NAB_id_28_Facility_tr_1007_,U,OOD,none,batch_level,batch_auroc,0.25,,,4,,42,2026-08-24T10:56:44
ae_adwin_lstm,TSB-U-OOD_011_SEG_4031_028_NAB_id_28_Facility_tr_1007_,U,OOD,none,ordered_per_window,per_sample_auroc,0.2609,0.3664,1.0,52,3.0,42,2026-08-24T10:56:45
tdivdm,TSB-U-OOD_011_SEG_4031_028_NAB_id_28_Facility_tr_1007_,U,OOD,none,ordered_per_window,per_sample_auroc,0.4875,0.4576,0.9062,52,,42,2026-08-24T10:56:46
driftlens,TSB-U-OOD_012_SEG_18236_099_WSD_id_71_WebService_tr_45,U,OOD,none,batch_level,batch_auroc,0.8571,,,8,,42,2026-08-24T10:58:05
ae_adwin_lstm,TSB-U-OOD_012_SEG_18236_099_WSD_id_71_WebService_tr_45,U,OOD,none,ordered_per_window,per_sample_auroc,0.7564,0.442,0.7037,144,5.0,42,2026-08-24T10:58:05
tdivdm,TSB-U-OOD_012_SEG_18236_099_WSD_id_71_WebService_tr_45,U,OOD,none,ordered_per_window,per_sample_auroc,0.9021,0.7071,0.3259,144,,42,2026-08-24T10:58:11
driftlens,TSB-U-OOD_013_SEG_100000_231_MGAB_id_7_Synthetic_tr_25,U,OOD,none,batch_level,batch_auroc,0.0,,,11,,42,2026-08-24T11:02:10
ae_adwin_lstm,TSB-U-OOD_013_SEG_100000_231_MGAB_id_7_Synthetic_tr_25,U,OOD,none,ordered_per_window,per_sample_auroc,0.7528,0.3436,0.7477,366,0.0,42,2026-08-24T11:02:11
tdivdm,TSB-U-OOD_013_SEG_100000_231_MGAB_id_7_Synthetic_tr_25,U,OOD,none,ordered_per_window,per_sample_auroc,0.6261,0.3386,0.9069,366,,42,2026-08-24T11:02:23
driftlens,TSB-U-OOD_014_SEG_130400_248_SVDB_id_12_Medical_tr_184,U,OOD,none,batch_level,batch_auroc,0.075,,,13,,42,2026-08-24T11:04:57
ae_adwin_lstm,TSB-U-OOD_014_SEG_130400_248_SVDB_id_12_Medical_tr_184,U,OOD,none,ordered_per_window,per_sample_auroc,0.6908,0.7741,0.9023,445,6.0,42,2026-08-24T11:04:58
tdivdm,TSB-U-OOD_014_SEG_130400_248_SVDB_id_12_Medical_tr_184,U,OOD,none,ordered_per_window,per_sample_auroc,0.7346,0.802,0.7299,445,,42,2026-08-24T11:05:07
driftlens,TSB-U-OOD_015_SEG_43066_816_Exathlon_id_7_Facility_tr_,U,OOD,none,batch_level,batch_auroc,0.625,,,10,,42,2026-08-24T11:06:32
ae_adwin_lstm,TSB-U-OOD_015_SEG_43066_816_Exathlon_id_7_Facility_tr_,U,OOD,none,ordered_per_window,per_sample_auroc,0.431,0.6049,1.0,324,4.0,42,2026-08-24T11:06:33
tdivdm,TSB-U-OOD_015_SEG_43066_816_Exathlon_id_7_Facility_tr_,U,OOD,none,ordered_per_window,per_sample_auroc,0.4967,0.6574,0.9576,324,,42,2026-08-24T11:06:42
driftlens,TSB-U-OOD_018_SEG_29931_500_UCR_id_198_Facility_tr_748,U,OOD,none,batch_level,batch_auroc,0.3333,,,4,,42,2026-08-24T11:10:29
ae_adwin_lstm,TSB-U-OOD_018_SEG_29931_500_UCR_id_198_Facility_tr_748,U,OOD,none,ordered_per_window,per_sample_auroc,0.3152,0.0989,0.9406,255,6.0,42,2026-08-24T11:10:30
tdivdm,TSB-U-OOD_018_SEG_29931_500_UCR_id_198_Facility_tr_748,U,OOD,none,ordered_per_window,per_sample_auroc,0.6223,0.1844,0.8265,255,,42,2026-08-24T11:10:41
driftlens,TSB-U-OOD_020_SEG_419919_550_SWaT_id_1_Sensor_tr_43700,U,OOD,none,batch_level,batch_auroc,0.8537,,,64,,42,2026-08-24T11:16:09
ae_adwin_lstm,TSB-U-OOD_020_SEG_419919_550_SWaT_id_1_Sensor_tr_43700,U,OOD,none,ordered_per_window,per_sample_auroc,0.261,0.753,0.91,2049,4.0,42,2026-08-24T11:16:15
tdivdm,TSB-U-OOD_020_SEG_419919_550_SWaT_id_1_Sensor_tr_43700,U,OOD,none,ordered_per_window,per_sample_auroc,0.2692,0.7393,0.8905,2049,,42,2026-08-24T11:16:41
driftlens,TSB-U-OOD_022_SEG_4031_008_NAB_id_8_Synthetic_tr_1007_,U,OOD,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-24T11:17:04
ae_adwin_lstm,TSB-U-OOD_022_SEG_4031_008_NAB_id_8_Synthetic_tr_1007_,U,OOD,none,ordered_per_window,per_sample_auroc,0.3044,0.4525,1.0,61,5.0,42,2026-08-24T11:17:04
tdivdm,TSB-U-OOD_022_SEG_4031_008_NAB_id_8_Synthetic_tr_1007_,U,OOD,none,ordered_per_window,per_sample_auroc,0.5544,0.5911,0.7692,61,,42,2026-08-24T11:17:05
driftlens,TSB-U-OOD_028_SEG_80000_226_MGAB_id_2_Synthetic_tr_200,U,OOD,none,batch_level,batch_auroc,1.0,,,14,,42,2026-08-24T11:22:44
ae_adwin_lstm,TSB-U-OOD_028_SEG_80000_226_MGAB_id_2_Synthetic_tr_200,U,OOD,none,ordered_per_window,per_sample_auroc,0.6643,0.3316,0.9173,448,6.0,42,2026-08-24T11:22:45
tdivdm,TSB-U-OOD_028_SEG_80000_226_MGAB_id_2_Synthetic_tr_200,U,OOD,none,ordered_per_window,per_sample_auroc,0.6082,0.3543,0.773,448,,42,2026-08-24T11:23:05
driftlens,TSB-U-OOD_029_SEG_30000_382_UCR_id_80_Medical_tr_7500_,U,OOD,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-24T11:24:19
ae_adwin_lstm,TSB-U-OOD_029_SEG_30000_382_UCR_id_80_Medical_tr_7500_,U,OOD,none,ordered_per_window,per_sample_auroc,0.3886,0.1541,0.991,133,7.0,42,2026-08-24T11:24:20
tdivdm,TSB-U-OOD_029_SEG_30000_382_UCR_id_80_Medical_tr_7500_,U,OOD,none,ordered_per_window,per_sample_auroc,0.4783,0.1528,0.8468,133,,42,2026-08-24T11:24:24
driftlens,TSB-U-OOD_030_SEG_18220_108_WSD_id_80_WebService_tr_23,U,OOD,none,batch_level,batch_auroc,0.25,,,4,,42,2026-08-24T11:24:37
ae_adwin_lstm,TSB-U-OOD_030_SEG_18220_108_WSD_id_80_WebService_tr_23,U,OOD,none,ordered_per_window,per_sample_auroc,0.3947,0.5748,0.9565,61,13.0,42,2026-08-24T11:24:38
tdivdm,TSB-U-OOD_030_SEG_18220_108_WSD_id_80_WebService_tr_23,U,OOD,none,ordered_per_window,per_sample_auroc,0.6819,0.7996,1.0,61,,42,2026-08-24T11:24:39
driftlens,TSB-U-OOD_031_SEG_18236_098_WSD_id_70_WebService_tr_35,U,OOD,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-24T11:25:02
ae_adwin_lstm,TSB-U-OOD_031_SEG_18236_098_WSD_id_70_WebService_tr_35,U,OOD,none,ordered_per_window,per_sample_auroc,0.875,0.7379,0.3529,42,1.0,42,2026-08-24T11:25:02
tdivdm,TSB-U-OOD_031_SEG_18236_098_WSD_id_70_WebService_tr_35,U,OOD,none,ordered_per_window,per_sample_auroc,0.8934,0.7964,0.4706,42,,42,2026-08-24T11:25:04
driftlens,TSB-U-OOD_033_SEG_13227_102_WSD_id_74_WebService_tr_33,U,OOD,none,batch_level,batch_auroc,1.0,,,6,,42,2026-08-24T11:25:27
ae_adwin_lstm,TSB-U-OOD_033_SEG_13227_102_WSD_id_74_WebService_tr_33,U,OOD,none,ordered_per_window,per_sample_auroc,0.3699,0.8038,1.0,216,0.0,42,2026-08-24T11:25:27
tdivdm,TSB-U-OOD_033_SEG_13227_102_WSD_id_74_WebService_tr_33,U,OOD,none,ordered_per_window,per_sample_auroc,0.7035,0.9231,0.7941,216,,42,2026-08-24T11:25:32
driftlens,TSB-U-OOD_034_SEG_30000_412_UCR_id_110_Medical_tr_7500,U,OOD,none,batch_level,batch_auroc,0.5556,,,10,,42,2026-08-24T11:29:47
ae_adwin_lstm,TSB-U-OOD_034_SEG_30000_412_UCR_id_110_Medical_tr_7500,U,OOD,none,ordered_per_window,per_sample_auroc,0.348,0.0552,0.9748,171,0.0,42,2026-08-24T11:29:48
tdivdm,TSB-U-OOD_034_SEG_30000_412_UCR_id_110_Medical_tr_7500,U,OOD,none,ordered_per_window,per_sample_auroc,0.5047,0.0705,0.805,171,,42,2026-08-24T11:29:55
driftlens,TSB-U-OOD_040_SEG_200000_440_UCR_id_138_Medical_tr_167,U,OOD,none,batch_level,batch_auroc,0.8,,,6,,42,2026-08-24T11:31:20
ae_adwin_lstm,TSB-U-OOD_040_SEG_200000_440_UCR_id_138_Medical_tr_167,U,OOD,none,ordered_per_window,per_sample_auroc,0.6882,0.3465,0.9684,192,8.0,42,2026-08-24T11:31:20
tdivdm,TSB-U-OOD_040_SEG_200000_440_UCR_id_138_Medical_tr_167,U,OOD,none,ordered_per_window,per_sample_auroc,0.753,0.6178,0.981,192,,42,2026-08-24T11:31:27
driftlens,TSB-U-OOD_045_SEG_18236_074_WSD_id_46_WebService_tr_99,U,OOD,none,batch_level,batch_auroc,0.6667,,,4,,42,2026-08-24T11:31:35
ae_adwin_lstm,TSB-U-OOD_045_SEG_18236_074_WSD_id_46_WebService_tr_99,U,OOD,none,ordered_per_window,per_sample_auroc,0.125,0.7246,1.0,58,2.0,42,2026-08-24T11:31:35
tdivdm,TSB-U-OOD_045_SEG_18236_074_WSD_id_46_WebService_tr_99,U,OOD,none,ordered_per_window,per_sample_auroc,0.5292,0.8498,0.9,58,,42,2026-08-24T11:31:37
driftlens,TSB-U-OOD_049_SEG_15403_085_WSD_id_57_WebService_tr_78,U,OOD,none,batch_level,batch_auroc,0.8,,,6,,42,2026-08-24T11:31:46
ae_adwin_lstm,TSB-U-OOD_049_SEG_15403_085_WSD_id_57_WebService_tr_78,U,OOD,none,ordered_per_window,per_sample_auroc,0.7078,0.971,1.0,94,6.0,42,2026-08-24T11:31:46
tdivdm,TSB-U-OOD_049_SEG_15403_085_WSD_id_57_WebService_tr_78,U,OOD,none,ordered_per_window,per_sample_auroc,0.4215,0.8688,1.0,94,,42,2026-08-24T11:31:48
driftlens,TSB-U-OOD_050_SEG_130400_248_SVDB_id_12_Medical_tr_184,U,OOD,none,batch_level,batch_auroc,0.075,,,13,,42,2026-08-24T11:34:13
ae_adwin_lstm,TSB-U-OOD_050_SEG_130400_248_SVDB_id_12_Medical_tr_184,U,OOD,none,ordered_per_window,per_sample_auroc,0.6903,0.7708,0.8908,441,6.0,42,2026-08-24T11:34:14
tdivdm,TSB-U-OOD_050_SEG_130400_248_SVDB_id_12_Medical_tr_184,U,OOD,none,ordered_per_window,per_sample_auroc,0.7389,0.8013,0.7299,441,,42,2026-08-24T11:34:22
driftlens,TSB-U-OOD_053_SEG_12000_309_UCR_id_7_Medical_tr_3000_1,U,OOD,none,batch_level,batch_auroc,0.3333,,,4,,42,2026-08-24T11:34:58
ae_adwin_lstm,TSB-U-OOD_053_SEG_12000_309_UCR_id_7_Medical_tr_3000_1,U,OOD,none,ordered_per_window,per_sample_auroc,0.7094,0.3122,0.8393,67,2.0,42,2026-08-24T11:34:58
tdivdm,TSB-U-OOD_053_SEG_12000_309_UCR_id_7_Medical_tr_3000_1,U,OOD,none,ordered_per_window,per_sample_auroc,0.8815,0.7326,0.5893,67,,42,2026-08-24T11:35:02
driftlens,TSB-U-OOD_055_SEG_55000_420_UCR_id_118_Facility_tr_137,U,OOD,none,batch_level,batch_auroc,0.2,,,16,,42,2026-08-24T11:40:42
ae_adwin_lstm,TSB-U-OOD_055_SEG_55000_420_UCR_id_118_Facility_tr_137,U,OOD,none,ordered_per_window,per_sample_auroc,0.699,0.18,0.8012,514,1.0,42,2026-08-24T11:40:44
tdivdm,TSB-U-OOD_055_SEG_55000_420_UCR_id_118_Facility_tr_137,U,OOD,none,ordered_per_window,per_sample_auroc,0.6771,0.129,0.8519,514,,42,2026-08-24T11:41:08
driftlens,TSB-U-OOD_060_SEG_5000_295_TODS_id_9_Synthetic_tr_1250,U,OOD,none,batch_level,batch_auroc,0.6667,,,4,,42,2026-08-24T11:41:56
ae_adwin_lstm,TSB-U-OOD_060_SEG_5000_295_TODS_id_9_Synthetic_tr_1250,U,OOD,none,ordered_per_window,per_sample_auroc,0.4947,0.7398,0.9474,54,4.0,42,2026-08-24T11:41:56
tdivdm,TSB-U-OOD_060_SEG_5000_295_TODS_id_9_Synthetic_tr_1250,U,OOD,none,ordered_per_window,per_sample_auroc,0.7023,0.8367,0.9474,54,,42,2026-08-24T11:41:57
driftlens,TSB-U-OOD_061_SEG_15285_076_WSD_id_48_WebService_tr_38,U,OOD,none,batch_level,batch_auroc,0.7778,,,10,,42,2026-08-24T11:42:35
ae_adwin_lstm,TSB-U-OOD_061_SEG_15285_076_WSD_id_48_WebService_tr_38,U,OOD,none,ordered_per_window,per_sample_auroc,0.625,0.134,0.7727,70,,42,2026-08-24T11:42:35
tdivdm,TSB-U-OOD_061_SEG_15285_076_WSD_id_48_WebService_tr_38,U,OOD,none,ordered_per_window,per_sample_auroc,0.5606,0.0787,0.7576,70,,42,2026-08-24T11:42:38
driftlens,TSB-U-OOD_062_SEG_650000_176_MITDB_id_7_Medical_tr_623,U,OOD,none,batch_level,batch_auroc,0.8587,,,48,,42,2026-08-24T11:43:24
ae_adwin_lstm,TSB-U-OOD_062_SEG_650000_176_MITDB_id_7_Medical_tr_623,U,OOD,none,ordered_per_window,per_sample_auroc,0.3537,0.9512,1.0,1548,14.0,42,2026-08-24T11:43:27
tdivdm,TSB-U-OOD_062_SEG_650000_176_MITDB_id_7_Medical_tr_623,U,OOD,none,ordered_per_window,per_sample_auroc,0.5611,0.9709,0.8814,1548,,42,2026-08-24T11:43:45
driftlens,TSB-U-OOD_063_SEG_149123_263_IOPS_id_4_WebService_tr_3,U,OOD,none,batch_level,batch_auroc,0.25,,,5,,42,2026-08-24T11:44:08
ae_adwin_lstm,TSB-U-OOD_063_SEG_149123_263_IOPS_id_4_WebService_tr_3,U,OOD,none,ordered_per_window,per_sample_auroc,0.5152,0.8123,0.8788,162,0.0,42,2026-08-24T11:44:08
tdivdm,TSB-U-OOD_063_SEG_149123_263_IOPS_id_4_WebService_tr_3,U,OOD,none,ordered_per_window,per_sample_auroc,0.7097,0.9152,0.9091,162,,42,2026-08-24T11:44:10
driftlens,TSB-U-OOD_065_SEG_1427_594_YAHOO_id_44_WebService_tr_5,U,OOD,none,batch_level,batch_auroc,0.5,,,3,,42,2026-08-24T11:44:16
ae_adwin_lstm,TSB-U-OOD_065_SEG_1427_594_YAHOO_id_44_WebService_tr_5,U,OOD,none,ordered_per_window,per_sample_auroc,,,,14,,42,2026-08-24T11:44:16
tdivdm,TSB-U-OOD_065_SEG_1427_594_YAHOO_id_44_WebService_tr_5,U,OOD,none,ordered_per_window,per_sample_auroc,0.8542,0.8951,0.3333,14,,42,2026-08-24T11:44:17
driftlens,TSB-U-OOD_066_SEG_30000_441_UCR_id_139_Facility_tr_750,U,OOD,none,batch_level,batch_auroc,0.2,,,6,,42,2026-08-24T11:45:50
ae_adwin_lstm,TSB-U-OOD_066_SEG_30000_441_UCR_id_139_Facility_tr_750,U,OOD,none,ordered_per_window,per_sample_auroc,0.5859,0.2324,0.9762,143,4.0,42,2026-08-24T11:45:51
tdivdm,TSB-U-OOD_066_SEG_30000_441_UCR_id_139_Facility_tr_750,U,OOD,none,ordered_per_window,per_sample_auroc,0.5756,0.2601,0.9762,143,,42,2026-08-24T11:45:57
driftlens,TSB-U-OOD_068_SEG_100000_232_MGAB_id_8_Synthetic_tr_25,U,OOD,none,batch_level,batch_auroc,0.2,,,6,,42,2026-08-24T11:49:14
ae_adwin_lstm,TSB-U-OOD_068_SEG_100000_232_MGAB_id_8_Synthetic_tr_25,U,OOD,none,ordered_per_window,per_sample_auroc,0.757,0.3926,0.7199,351,3.0,42,2026-08-24T11:49:14
